Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes/s,Flow_Packets/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags, Fwd Header Length, Bwd Header Length,Fwd_Packets/s,Bwd_Packets/s,Min_Packet_Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count,PSH_Flag_Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio,Average_Packet_Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label,Target
80,71581428,8,6,56,11607,20,0,7,5.656854249,4380,0,1934.5,2177.344966,162.933324,0.195581457,5506263.692,16700000,60300000,3,70100000,10000000,22500000,60300000,3,1503717,300743.4,672021.5726,1502892,3,0,0,0,0,172,132,0.111760833,0.083820625,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,995,0,995,995,35000000,35700000,60300000,9769747,DDoS,1
80,5399202,4,0,24,0,6,6,6,0,0,0,0,0,4.445101332,0.740850222,1799734,3116108.378,5397906,306,5399202,1799734,3116108.378,5397906,306,0,0,0,0,0,0,0,0,0,80,0,0.740850222,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1296,0,1296,1296,5397906,0,5397906,5397906,DDoS,1
80,754772,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,15412.60142,11.92413073,94346.5,266566.1691,754064,2,530,265,352.139177,514,16,754728,150945.6,337153.5275,754064,2,0,0,0,0,72,132,3.974710244,7.949420487,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
80,532701,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,21826.50305,13.1405798,88783.5,204489.0427,505641,34,26654,13327,18710.04543,26557,97,532619,177539.6667,284446.6899,505641,372,0,0,0,0,72,92,5.631677057,7.508902743,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
80,72870550,8,6,56,11607,20,0,7,5.656854249,7300,0,1934.5,2863.744245,160.0509396,0.192121509,5605426.923,17500000,63500000,3,71200000,10200000,23700000,63500000,3,1706266,341253.2,762341.0276,1704970,3,0,0,0,0,172,132,0.109783719,0.082337789,0,7300,777.9333333,1970.892563,3884417.495,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,742,0,742,742,35600000,39400000,63500000,7711918,DDoS,1
80,71237635,9,5,62,11601,20,0,6.888888889,5.30199124,5840,0,2320.2,2436.833027,163.7196406,0.196525334,5479818.077,17800000,64400000,1,70400000,8799933.875,22600000,64400000,1,865588,216397,414449.1818,837771,156,0,0,0,0,192,112,0.126337715,0.070187619,0,5840,777.9333333,1723.622534,2970874.638,0,0,0,0,1,0,0,0,0,833.5,6.888888889,2320.2,192,0,0,0,0,0,0,9,62,5,11601,256,229,7,20,998,0,998,998,35200000,41300000,64400000,6001856,DDoS,1
7004,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
1045,47,1,1,2,6,2,2,2,0,6,6,6,0,170212.766,42553.19149,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
5910,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
1031,78,1,1,2,6,2,2,2,0,6,6,6,0,102564.1026,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12820.51282,12820.51282,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
5910,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
9595,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
5910,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
9595,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
80,118989,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,97765.33965,58.82896738,19831.5,48210.73817,118240,6,730,365,446.8914857,681,49,118944,39648,68063.54798,118240,6,0,0,0,0,72,92,25.21241459,33.61655279,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
80,889132,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,13083.54665,10.12223157,111141.5,314036.4717,888342,3,624,312,370.5239533,574,50,889088,177817.6,397195.3021,888342,3,0,0,0,0,72,132,3.37407719,6.74815438,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
13782,48,1,1,2,6,2,2,2,0,6,6,6,0,166666.6667,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
80,260481,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,44659.68727,34.55146441,32560.125,91715.12648,259543,3,617,308.5,432.0422433,614,3,260444,52088.8,115970.6522,259543,49,0,0,0,0,72,132,11.5171548,23.0343096,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
80,820569,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,14176.74809,9.749332475,117224.1429,309694.4636,819545,2,782,391,414.3645738,684,98,820521,205130.25,409609.9684,819545,2,0,0,0,0,72,112,3.655999678,6.093332797,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
80,906786,3,7,26,11607,20,0,8.666666667,10.26320288,5840,0,1658.142857,2127.59774,12828.82621,11.02796029,100754,301848.8223,905684,3,741,370.5,498.5102807,723,18,906735,151122.5,369658.2382,905684,3,0,0,0,0,72,152,3.308388087,7.719572203,0,5840,1057.545455,1846.729724,3410410.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
80,70423759,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,165.611722,0.170397039,6402159.909,19400000,64800000,6,69700000,9959204,24200000,64800000,42,710110,236703.3333,409209.0761,709217,6,0,0,0,0,172,92,0.113598026,0.056799013,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,4918417,0,4918417,4918417,64800000,0,64800000,64800000,DDoS,1
1301,98,1,1,2,6,2,2,2,0,6,6,6,0,81632.65306,20408.16327,98,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,10204.08163,10204.08163,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
2607,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
1583,62,1,1,2,6,2,2,2,0,6,6,6,0,129032.2581,32258.06452,62,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,16129.03226,16129.03226,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
5910,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
1045,47,1,1,2,6,2,2,2,0,6,6,6,0,170212.766,42553.19149,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
1031,78,1,1,2,6,2,2,2,0,6,6,6,0,102564.1026,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12820.51282,12820.51282,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
444,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
1045,47,1,1,2,6,2,2,2,0,6,6,6,0,170212.766,42553.19149,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
15004,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
80,2906957,4,0,24,0,6,6,6,0,0,0,0,0,8.256056075,1.376009346,968985.6667,1677459.528,2905949,3,2906957,968985.6667,1677459.528,2905949,3,0,0,0,0,0,0,0,0,0,80,0,1.376009346,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,1
80,99822032,5,6,380,11595,368,0,76,163.260528,7240,0,1932.5,2848.073577,119.9634966,0.110196114,9982203.2,31500000,99700000,19,99700000,24900000,49800000,99700000,961,99800000,20000000,44600000,99700000,56,0,0,0,0,144,200,0.050089143,0.060106971,0,7240,998.4166667,2156.142492,4648950.447,1,0,0,0,0,0,0,0,1,1089.181818,76,1932.5,144,0,0,0,0,0,0,5,380,6,11595,0,235,2,20,9001,0,9001,9001,99700000,0,99700000,99700000,DoS Hulk,1
80,568523,5,6,951,11595,317,0,190.2,173.6280507,5792,0,1932.5,2181.008184,22067.70878,19.34838168,56852.3,91316.08084,211975,4,429984,107496,118434.0895,211975,4,568436,113687.2,186675.7913,430053,45,0,0,0,0,168,200,8.794718947,10.55366274,0,5792,1045.5,1741.888865,3034176.818,0,0,0,1,0,0,0,0,1,1140.545455,190.2,1932.5,168,0,0,0,0,0,0,5,951,6,11595,29200,235,3,32,0,0,0,0,0,0,0,0,DoS Hulk,1
80,84324296,6,7,364,11595,346,0,60.66666667,139.815116,7240,0,1656.428571,2566.885263,141.821522,0.154166718,7027024.667,24300000,84200000,1,84200000,16800000,37600000,84200000,1,84300000,14100000,34400000,84200000,45,0,0,0,0,164,232,0.07115387,0.083012848,0,7240,854.6428571,1934.181346,3741057.478,1,0,0,0,0,0,0,0,1,920.3846154,60.66666667,1656.428571,164,0,0,0,0,0,0,6,364,7,11595,0,235,3,20,10004,0,10004,10004,84200000,0,84200000,84200000,DoS Hulk,1
80,665770,3,5,26,11607,20,0,8.666666667,10.26320288,8760,0,2321.4,3802.315321,17473.00119,12.01616174,95110,251202.6962,664784,3,721,360.5,372.6452737,624,97,665723,166430.75,332235.6504,664784,3,0,0,0,0,72,112,4.506060652,7.510101086,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
80,2728958,4,0,24,0,6,6,6,0,0,0,0,0,8.794565545,1.465760924,909652.6667,1574970.545,2728272,246,2728958,909652.6667,1574970.545,2728272,246,0,0,0,0,0,0,0,0,0,80,0,1.465760924,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,1
80,7773047,5,0,30,0,6,6,6,0,0,0,0,0,3.859490365,0.643248394,1943261.75,3885887.5,7772093,312,7773047,1943261.75,3885887.5,7772093,312,0,0,0,0,0,0,0,0,0,100,0,0.643248394,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,954,0,954,954,7772093,0,7772093,7772093,DDoS,1
80,71360851,8,7,56,11607,20,0,7,5.656854249,5840,0,1658.142857,2137.29708,163.4369523,0.210199287,5097203.643,17300000,65100000,1,71100000,10200000,24300000,65100000,3,290782,48463.66667,118228.9845,289797,1,0,0,0,0,172,152,0.112106286,0.098093001,0,5840,729.3125,1594.67032,2542973.429,0,0,0,0,1,0,0,0,0,777.9333333,7,1658.142857,172,0,0,0,0,0,0,8,56,7,11607,256,229,6,20,1862,0,1862,1862,35500000,41800000,65100000,5980364,DDoS,1
80,919496,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,12651.49604,8.70041849,131356.5714,346707.7709,917615,4,1620,810,1055.003318,1556,64,919416,229854,458507.9226,917615,4,0,0,0,0,72,112,3.262656934,5.437761556,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
80,98307879,7,7,375,11595,375,0,53.57142857,141.7366774,5792,0,1656.428571,1947.638216,121.7603321,0.142409745,7562144.538,27300000,98300000,1,98300000,16400000,40100000,98300000,1,11597,1932.833333,4433.664914,10982,43,0,0,0,0,232,232,0.071204873,0.071204873,0,5792,798,1524.903322,2325330.143,0,0,0,0,1,0,0,0,1,855,53.57142857,1656.428571,232,0,0,0,0,0,0,7,375,7,11595,274,235,1,32,4,0,4,4,98300000,0,98300000,98300000,DoS Hulk,1
80,1154727,4,7,347,11595,347,0,86.75,173.5,4344,0,1656.428571,1547.737688,10341.83837,9.526061138,115472.7,312711.7823,995971,4,1007972,335990.6667,571591.1898,995971,4,158650,26441.66667,58801.54432,146074,47,0,0,0,0,144,232,3.464022232,6.062038906,0,4344,995.1666667,1408.266816,1983215.424,0,0,0,1,0,0,0,0,1,1085.636364,86.75,1656.428571,144,0,0,0,0,0,0,4,347,7,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk,1
80,100064824,6,8,381,11595,363,0,63.5,146.7538756,4344,0,1449.375,1547.981999,119.6824171,0.139909305,7697294.154,27700000,99900000,4,99900000,20000000,44700000,99900000,4,100000000,14300000,37800000,99900000,49,0,0,0,0,164,264,0.059961131,0.079948174,0,4344,798.8,1313.118763,1724280.886,1,0,0,0,0,0,0,0,1,855.8571429,63.5,1449.375,164,0,0,0,0,0,0,6,381,8,11595,0,235,3,20,10998,0,10998,10998,99900000,0,99900000,99900000,DoS Hulk,1
80,142469,3,6,359,11595,359,0,119.6666667,207.2687466,4344,0,1932.5,1754.831473,83905.97253,63.17163734,17808.625,44845.08367,128153,5,13987,6993.5,9883.231481,13982,5,142325,28465,56048.14361,128153,16,0,0,0,0,104,200,21.05721245,42.11442489,0,4344,1195.4,1620.821959,2627063.822,0,0,0,1,0,0,0,0,2,1328.222222,119.6666667,1932.5,104,0,0,0,0,0,0,3,359,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk,1
80,359479,4,6,732,11595,366,0,183,211.3101985,4344,0,1932.5,1754.831473,34291.29379,27.81803666,39942.11111,78209.12306,209987,4,220990,73663.33333,118187.6858,209987,4,359369,71873.8,102557.0317,220958,47,0,0,0,0,136,200,11.12721466,16.690822,0,4344,1120.636364,1557.508669,2425833.255,0,0,0,1,0,0,0,0,1,1232.7,183,1932.5,136,0,0,0,0,0,0,4,732,6,11595,29200,235,2,32,0,0,0,0,0,0,0,0,DoS Hulk,1
80,83836276,6,7,304,11595,304,0,50.66666667,124.1074803,4344,0,1656.428571,1547.737688,141.9313997,0.15506414,6986356.333,24200000,83700000,1,83700000,16700000,37400000,83700000,1,151467,25244.5,56435.65521,140105,14,0,0,0,0,200,232,0.071568064,0.083496075,0,4344,849.9285714,1346.172835,1812181.302,0,0,0,0,1,0,0,0,1,915.3076923,50.66666667,1656.428571,200,0,0,0,0,0,0,6,304,7,11595,274,235,1,32,4,0,4,4,83700000,0,83700000,83700000,DoS Hulk,1
80,85254052,8,6,708,11595,351,0,88.5,162.0317429,4344,0,1932.5,1754.831473,144.3098564,0.164215069,6558004,23500000,84900000,2,85100000,12200000,32100000,84900000,2,365451,73090.2,104781.7962,227005,15,0,0,0,0,252,200,0.093837182,0.070377887,0,4344,820.2,1413.203615,1997144.457,0,0,0,0,1,0,0,0,0,878.7857143,88.5,1932.5,252,0,0,0,0,0,0,8,708,6,11595,251,235,3,20,1991,0,1991,1991,84900000,0,84900000,84900000,DoS Hulk,1
443,67,1,1,2,6,2,2,2,0,6,6,6,0,119402.9851,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,14925.37313,14925.37313,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
80,1593615,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,7299.755587,5.020033069,227659.2857,601971.8235,1592803,3,585,292.5,409.4148263,582,3,1593563,398390.75,796274.8727,1592803,4,0,0,0,0,72,112,1.882512401,3.137520668,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
1093,76,1,1,2,6,2,2,2,0,6,6,6,0,105263.1579,26315.78947,76,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,13157.89474,13157.89474,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
21,593,2,1,8,2,6,2,4,2.828427125,2,2,2,0,16863.40641,5059.021922,296.5,327.3904397,528,65,593,593,0,593,593,0,0,0,0,0,0,0,0,0,44,24,3372.681282,1686.340641,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan,1
80,10283772,5,0,30,0,6,6,6,0,0,0,0,0,2.917217535,0.486202922,2570943,5141451.342,10300000,0,10300000,2570943,5141451.342,10300000,0,0,0,0,0,0,0,0,0,0,100,0,0.486202922,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,652,0,652,652,10300000,0,10300000,10300000,DDoS,1
6547,7,1,1,2,6,2,2,2,0,6,6,6,0,1142857.143,285714.2857,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,142857.1429,142857.1429,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
80,890447,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,13064.22505,8.98425173,127206.7143,336193.5892,889622,4,644,322,387.4945161,596,48,890380,222595,444684.739,889622,4,0,0,0,0,72,112,3.369094399,5.615157331,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
80,1046257,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,11118.68308,7.646304875,149465.2857,394913.231,1045044,3,974,487,684.4793642,971,3,1046212,261553,522327.4989,1045044,5,0,0,0,0,72,112,2.867364328,4.778940547,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,1
123,68024818,7,7,336,336,48,48,48,0,48,48,48,0,9.878747489,0.205807239,5232678.308,15876664.9,57976397,23559,67999957,11333326.17,22861930.31,58000046,1999887,67995697,11332616.17,22862872.01,58001258,1994325,0,0,0,0,188,188,0.10290362,0.10290362,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51.42857143,48,48,188,0,0,0,0,0,0,7,336,7,336,-1,-1,6,20,10023560,0,10023560,10023560,57976397,0,57976397,57976397,BENIGN,0
80,1878,3,6,382,11595,382,0,127.3333333,220.5478028,4355,0,1932.5,2182.468304,6377529.286,4792.332268,234.75,229.1298758,577,15,975,487.5,265.1650429,675,300,1780,356,399.7880689,950,15,0,0,0,0,104,200,1597.444089,3194.888179,0,4355,1197.7,1886.332364,3558249.789,0,0,0,1,0,0,0,0,2,1330.777778,127.3333333,1932.5,104,0,0,0,0,0,0,3,382,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk,1
53,30613,1,1,52,116,52,52,52,0,116,116,116,0,5487.864633,65.33172182,30613,0,30613,30613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.66586091,32.66586091,52,116,73.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,110,52,116,20,0,0,0,0,0,0,1,52,1,116,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN,0
80,6568755,19,18,2683,5122,216,0,141.2105263,76.84803109,418,0,284.5555556,174.5997851,1188.200808,5.632726445,182465.4167,820935.1147,4963373,29,1605382,89187.88889,33696.43581,134523,98,6474322,380842.4706,1191275.008,5002728,231,0,0,0,0,616,584,2.892481148,2.740245298,0,418,205.3947368,152.2624937,23183.867,0,0,0,1,0,0,0,0,0,210.9459459,141.2105263,284.5555556,616,0,0,0,0,0,0,19,2683,18,5122,29200,120,15,32,0,0,0,0,0,0,0,0,BENIGN,0
443,132739,3,1,0,0,0,0,0,0,0,0,0,0,0,30.13432375,44246.33333,48518.5224,96172,67,132739,66369.5,42147.09969,96172,36567,0,0,0,0,0,0,0,0,0,104,40,22.60074281,7.533580937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,42408,0,32,0,0,0,0,0,0,0,0,BENIGN,0
